URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241017,https://insights.blackcoffer.com/ai-and-ml-based-youtube-analytics-and-content-creation-tool-for-optimizing-subscriber-engagement-and-content-strategy/,5,0,0.99999980000004,0.042372880996839994,36.666666666666664,29.545454545454547,26.484848484848488,36.666666666666664,65,118,2.8389830508474576,1,7.838983050847458
Netclan20241018,https://insights.blackcoffer.com/enhancing-front-end-features-and-functionality-for-improved-user-experience-and-dashboard-accuracy-in-partner-hospital-application/,10,7,0.17647057785467188,0.04271356773187546,27.02777777777778,17.78006166495375,17.92313577709261,27.02777777777778,173,398,2.562814070351759,7,6.8793969849246235
Netclan20241019,https://insights.blackcoffer.com/roas-dashboard-for-campaign-wise-google-ads-budget-tracking-using-google-ads-ap/,10,2,0.6666666111111158,0.07741935433922997,32.875,28.89733840304182,24.70893536121673,32.875,76,155,2.6258064516129034,1,7.251612903225807
Netclan20241020,https://insights.blackcoffer.com/efficient-processing-and-analysis-of-financial-data-from-pdf-files-addressing-formatting-inconsistencies-and-ensuring-data-integrity-for-a-toyota-dealership-management-firm/,23,11,0.35294116608996573,0.0916442046047326,22.59259259259259,36.55737704918033,23.659987856709172,22.59259259259259,223,371,2.975741239892183,4,8.048517520215633
Netclan20241021,https://insights.blackcoffer.com/development-of-ea-robot-for-automated-trading/,2,0,0.99999950000025,0.016806722547842667,24.0,25.925925925925924,19.97037037037037,24.0,56,119,2.7394957983193278,1,7.873949579831932
Netclan20241022,https://insights.blackcoffer.com/ai-and-ml-based-youtube-analytics-and-content-creation-tool-for-optimizing-subscriber-engagement-and-content-strategy/,5,0,0.99999980000004,0.042372880996839994,36.666666666666664,29.545454545454547,26.484848484848488,36.666666666666664,65,118,2.8389830508474576,1,7.838983050847458
Netclan20241023,https://insights.blackcoffer.com/enhancing-front-end-features-and-functionality-for-improved-user-experience-and-dashboard-accuracy-in-partner-hospital-application/,10,7,0.17647057785467188,0.04271356773187546,27.02777777777778,17.78006166495375,17.92313577709261,27.02777777777778,173,398,2.562814070351759,7,6.8793969849246235
Netclan20241024,https://insights.blackcoffer.com/roas-dashboard-for-campaign-wise-google-ads-budget-tracking-using-google-ads-ap/,10,2,0.6666666111111158,0.07741935433922997,32.875,28.89733840304182,24.70893536121673,32.875,76,155,2.6258064516129034,1,7.251612903225807
Netclan20241025,https://insights.blackcoffer.com/efficient-processing-and-analysis-of-financial-data-from-pdf-files-addressing-formatting-inconsistencies-and-ensuring-data-integrity-for-a-toyota-dealership-management-firm/,23,11,0.35294116608996573,0.0916442046047326,22.59259259259259,36.55737704918033,23.659987856709172,22.59259259259259,223,371,2.975741239892183,4,8.048517520215633
Netclan20241026,https://insights.blackcoffer.com/transforming-and-managing-a-large-scale-sql-pedigree-database-to-neo4j-graph-db/,56,21,0.4545454486422669,0.06672443668394762,19.36,33.52272727272727,21.15309090909091,19.36,649,1154,2.931542461005199,1,7.5441941074523395
Netclan20241027,https://insights.blackcoffer.com/enhancing-model-accuracy-from-58-to-over-90-strategies-for-improving-predictive-performance/,18,6,0.4999999791666675,0.08304498241160906,23.818181818181817,33.969465648854964,23.115058986814713,23.818181818181817,178,289,3.1072664359861593,1,8.155709342560554
Netclan20241028,https://insights.blackcoffer.com/securing-sensitive-financial-data-with-privacy-preserving-machine-learning-for-predictive-analytics/,27,2,0.8620689357907263,0.07142857125263899,25.615384615384617,40.99099099099099,26.642550242550243,25.615384615384617,273,406,3.2192118226600983,6,8.47783251231527
Netclan20241029,https://insights.blackcoffer.com/enhancing-data-collection-for-research-institutions-addressing-survey-fatigue-and-incorporating-verbal-communication-for-richer-insights/,20,5,0.599999976000001,0.1008064512064256,24.333333333333332,33.10502283105023,22.975342465753428,24.333333333333332,145,248,3.1088709677419355,4,9.15725806451613
Netclan20241030,https://insights.blackcoffer.com/analyzing-the-impact-of-positive-emotions-and-pandemic-severity-on-mental-health-and-resilience-among-entrepreneurs-insights-and-predictive-modeling/,13,5,0.4444444197530878,0.0708661414532829,29.266666666666666,33.25740318906606,25.009627942293093,29.266666666666666,146,254,3.078740157480315,5,8.440944881889763
Netclan20241031,https://insights.blackcoffer.com/dynamic-brand-centric-dashboard-for-automotive-dealerships-pdf-to-financial-insights-with-flask-react-architecture-and-aws-cloud-hosting/,61,16,0.5844155768257717,0.09254807681184125,21.727272727272727,33.40306834030684,22.052136427031826,21.727272727272727,479,832,2.9122596153846154,10,7.762019230769231
Netclan20241032,https://insights.blackcoffer.com/cloud-based-data-modeling-and-analysis-platform-with-drag-and-drop-interface-and-openai-api-integration-for-simulation-insights/,6,0,0.9999998333333611,0.030769230611439845,26.928571428571427,25.46419098143236,20.957104964001516,26.928571428571427,96,195,2.805128205128205,1,7.728205128205128
Netclan20241033,https://insights.blackcoffer.com/voter-profile-analysis-and-search-application-for-targeted-campaign-engagement-using-government-voter-data/,39,6,0.7333333170370374,0.08858267699097898,24.833333333333332,34.45190156599553,23.714093959731542,24.833333333333332,308,508,3.072834645669291,13,8.124015748031496
Netclan20241034,https://insights.blackcoffer.com/bert-based-classification-of-individuals-and-organizations-into-two-categories-using-natural-language-processing/,5,3,0.24999996875000394,0.063999999488,23.3,28.75536480686695,20.82214592274678,23.3,67,125,3.088,3,9.04
Netclan20241035,https://insights.blackcoffer.com/comprehensive-analysis-of-solana-and-ethereum-contributors-using-github-api-with-comparative-study-of-1000-random-github-profiles/,13,5,0.4444444197530878,0.0703124997253418,34.214285714285715,28.39248434237996,25.04270802266627,34.214285714285715,136,256,3.0859375,3,8.48828125
Netclan20241036,https://insights.blackcoffer.com/powerbi-rest-api-fetching-dataflow-and-refresh-schedules-with-semantic-models/,20,7,0.48148146364883465,0.12328767066991932,24.3125,28.020565552699228,20.933226221079693,24.3125,109,219,2.8767123287671232,2,8.178082191780822
Netclan20241037,https://insights.blackcoffer.com/automated-job-data-import-and-management-solution-for-enhanced-efficiency/,11,0,0.9999999090909174,0.05978260837074669,26.166666666666668,26.43312101910828,21.03991507430998,26.166666666666668,83,184,2.6793478260869565,2,7.255434782608695
Netclan20241038,https://insights.blackcoffer.com/data-analytics-and-optimization-solution-for-enhancing-renewable-energy-efficiency/,9,1,0.7999999200000081,0.049751243533575906,26.916666666666668,38.39009287925697,26.12270381836946,26.916666666666668,124,201,3.0497512437810945,2,8.039800995024876
Netclan20241039,https://insights.blackcoffer.com/time-series-analysis-and-trend-forecasting-solution-for-predicting-news-trends/,10,1,0.8181817438016598,0.0567010306355617,25.916666666666668,28.29581993569132,21.684994640943195,25.916666666666668,88,194,2.6804123711340204,2,7.582474226804123
Netclan20241040,https://insights.blackcoffer.com/advanced-data-visualization-solutions-for-monitoring-key-business-metrics-with-integrated-interactive-dashboards/,17,0,0.999999941176474,0.08900523513609825,25.333333333333332,37.17105263157895,25.001754385964915,25.333333333333332,113,191,3.0575916230366493,2,8.172774869109947
Netclan20241041,https://insights.blackcoffer.com/advanced-patient-data-analysis-solution-for-trend-identification-and-improved-healthcare-outcome/,18,1,0.8947367950138528,0.09644670001803705,25.75,36.56957928802589,24.92783171521036,25.75,113,197,2.984771573604061,2,8.01522842639594
Netclan20241042,https://insights.blackcoffer.com/anomaly-detection-and-analysis-for-enhanced-data-integrity-and-user-experience-on-bright-datas-website/,11,8,0.15789472853185638,0.09090909047411919,29.333333333333332,31.25,24.233333333333334,29.333333333333332,110,209,2.937799043062201,2,7.899521531100478
Netclan20241043,https://insights.blackcoffer.com/building-custom-tflite-models-and-benchmarking-on-voxl2-chips/,9,0,0.9999998888889013,0.051136363345816116,28.666666666666668,24.12790697674419,21.117829457364344,28.666666666666668,83,176,2.914772727272727,2,8.806818181818182
Netclan20241044,https://insights.blackcoffer.com/sports-prediction-model-for-multiple-sports-leagues/,17,0,0.999999941176474,0.05862068945303211,32.125,27.626459143968873,23.90058365758755,32.125,142,290,2.627586206896552,1,7.506896551724138
Netclan20241045,https://insights.blackcoffer.com/efficient-coach-allocation-system-for-sports-coaching-organization/,13,4,0.5294117335640156,0.06967213086199947,27.0,20.37037037037037,18.948148148148146,27.0,99,244,2.8852459016393444,4,8.557377049180328
Netclan20241046,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/,21,4,0.679999972800001,0.07022471890386316,23.806451612903224,25.203252032520325,19.603881458169422,23.806451612903224,186,356,2.9157303370786516,1,7.834269662921348
Netclan20241047,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,8,2,0.599999940000006,0.04115226320513472,22.0,28.18181818181818,20.072727272727274,22.0,124,243,2.8106995884773665,2,7.510288065843621
Netclan20241048,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/,47,13,0.5666666572222224,0.12631578920775624,25.64516129032258,32.45283018867924,23.23919659160073,25.64516129032258,258,475,3.008421052631579,5,8.130526315789474
Netclan20241049,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/,15,2,0.7647058373702448,0.04038004741002364,30.0,21.0,20.400000000000002,30.0,189,421,2.817102137767221,1,8.004750593824228
Netclan20241050,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,19,5,0.5833333090277788,0.10344827541617123,23.823529411764707,28.39506172839506,20.88743645606391,23.823529411764707,115,232,2.7586206896551726,1,7.836206896551724
Netclan20241051,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/,29,25,0.07407407270233199,0.05471124614517604,16.98095238095238,24.06057206954571,16.416609780199234,16.98095238095238,429,987,2.5866261398176293,1,6.92806484295846
Netclan20241052,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,14,20,-0.17647058304498286,0.06868686854810734,22.425,23.857302118171685,18.512920847268674,22.425,214,495,2.624242424242424,2,7.004040404040404
Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,17,6,0.4782608487712674,0.04448742738010169,21.270833333333332,29.97061704211557,20.496580150179565,21.270833333333332,306,517,2.9593810444874276,6,7.678916827852998
Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,12,1,0.8461537810650938,0.061611374115585905,30.285714285714285,24.056603773584907,21.736927223719675,30.285714285714285,102,211,2.744075829383886,1,7.331753554502369
Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,41,3,0.863636344008265,0.09865470829898047,14.976190476190476,14.785373608903022,11.9046256340374,14.976190476190476,186,446,2.4327354260089686,30,6.401345291479821
Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,0,0,0.0,0.0,68.0,19.11764705882353,34.847058823529416,68.0,13,33,3.1818181818181817,0,7.757575757575758
Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,9,1,0.7999999200000081,0.04926108350117693,42.333333333333336,23.62204724409449,26.382152230971133,42.333333333333336,90,203,2.5665024630541873,2,6.87192118226601
Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,10,0,0.99999990000001,0.08474576199367999,25.363636363636363,17.921146953405017,17.313913326816554,25.363636363636363,50,118,2.4491525423728815,4,6.398305084745763
Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,4,0,0.9999997500000625,0.02580645144640999,30.90909090909091,21.764705882352942,21.06951871657754,30.90909090909091,74,155,2.8967741935483873,9,8.438709677419356
Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,11,3,0.5714285306122479,0.08284023619621163,18.47826086956522,16.0,13.791304347826088,18.47826086956522,68,169,2.3550295857988166,16,6.295857988165681
Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,16,6,0.4545454338842984,0.109452735773867,18.153846153846153,19.279661016949152,14.973402868318125,18.153846153846153,91,201,2.472636815920398,6,6.626865671641791
Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,4,3,0.1428571224489825,0.033816424957408574,18.727272727272727,21.35922330097087,16.03459841129744,18.727272727272727,88,207,2.5603864734299515,3,6.995169082125604
Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,4,0,0.9999997500000625,0.02721088416863344,31.333333333333332,24.113475177304963,22.17872340425532,31.333333333333332,68,147,2.4761904761904763,1,6.843537414965986
Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,3,0,0.9999996666667778,0.04109588984800151,73.5,23.809523809523807,38.923809523809524,73.5,35,73,2.671232876712329,1,7.7534246575342465
Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,4,2,0.33333327777778704,0.09999999833333337,26.2,19.083969465648856,18.11358778625954,26.2,25,60,2.966666666666667,2,8.683333333333334
Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,4,0,0.9999997500000625,0.051948051273401935,36.75,22.448979591836736,23.679591836734694,36.75,33,77,2.4545454545454546,1,6.688311688311688
Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,6,1,0.7142856122449125,0.05223880558030742,32.875,26.61596958174905,23.796387832699622,32.875,70,134,2.6343283582089554,1,7.313432835820896
Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,10,0,0.99999990000001,0.0636942671102276,25.714285714285715,16.944444444444446,17.063492063492067,25.714285714285715,61,157,2.394904458598726,10,6.305732484076433
Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,3,1,0.49999987500003124,0.051948051273401935,25.333333333333332,21.052631578947366,18.55438596491228,25.333333333333332,32,77,2.5454545454545454,1,6.961038961038961
Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,3,1,0.49999987500003124,0.02339181272870285,20.15,21.588089330024815,16.695235732009927,20.15,87,171,2.6842105263157894,8,7.116959064327485
Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,8,3,0.4545454132231443,0.05022831027293009,35.0,17.142857142857142,20.857142857142858,35.0,78,219,2.374429223744292,4,6.726027397260274
Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,10,6,0.24999998437500096,0.14414414284554827,34.285714285714285,22.083333333333332,22.54761904761905,34.285714285714285,53,111,2.7567567567567566,3,7.288288288288288
Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,10,3,0.5384614970414233,0.07027026989043098,30.571428571428573,16.588785046728972,18.86408544726302,30.571428571428573,71,185,2.3567567567567567,12,6.697297297297298
Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,10,3,0.5384614970414233,0.06403940855153001,20.318181818181817,19.23937360178971,15.82302216798861,20.318181818181817,86,203,2.689655172413793,9,7.142857142857143
Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,5,3,0.24999996875000394,0.0799999992,20.3,27.093596059113302,18.957438423645325,20.3,55,100,2.76,1,7.28
Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,0,1,-0.9999990000010001,0.499999750000125,6.0,0.0,2.4000000000000004,6.0,0,2,2.0,0,6.0
Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,4,3,0.1428571224489825,0.10144927389203952,28.8,20.833333333333336,19.85333333333334,28.8,30,69,2.63768115942029,1,7.217391304347826
Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,6,3,0.33333329629630043,0.12499999826388891,23.571428571428573,21.818181818181817,18.155844155844157,23.571428571428573,36,72,2.763888888888889,3,7.597222222222222
Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,4,0,0.9999997500000625,0.06060605968778698,24.8,26.61290322580645,20.56516129032258,24.8,33,66,2.742424242424242,2,7.5
Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,4,7,-0.2727272479338866,0.10784313619761632,18.272727272727273,27.860696517412936,18.453369516056085,18.272727272727273,56,102,2.8333333333333335,4,7.313725490196078
Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,9,0,0.9999998888889013,0.05769230732248521,21.529411764705884,18.579234972677597,16.043458694953394,21.529411764705884,68,156,2.608974358974359,8,7.371794871794871
Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,10,3,0.5384614970414233,0.06770833298068576,21.68421052631579,24.029126213592235,18.28533469596321,21.68421052631579,99,192,2.765625,12,7.786458333333333
Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,7,3,0.39999996000000404,0.0495049502499755,23.647058823529413,23.383084577114428,18.812057360257537,23.647058823529413,94,202,2.5544554455445545,10,6.707920792079208
Netclan20241084,https://insights.blackcoffer.com/data-transformation/,20,12,0.24999999218750027,0.1322314044122669,21.666666666666668,16.538461538461537,15.282051282051283,21.666666666666668,86,242,2.4710743801652892,11,6.7727272727272725
Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,7,1,0.7499999062500118,0.0382775117785765,21.157894736842106,28.855721393034827,20.005446451950775,21.157894736842106,116,209,2.861244019138756,14,7.181818181818182
